age,fnlwgt,capital-gain,capital-loss,hours-per-week,education_ordinal,occupation_target,native-country_target,workclass_Local-gov,workclass_Never-worked,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,race_Asian-Pac-Islander,race_Black,race_Other,race_White,sex_Male,income,income_bin
0.0623842370508551,-1.073844545124184,0.8120262460390003,-0.1305912387211806,-0.01791051046953158,13,0.13066728667751687,0.2264423360245153,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,<=50K,0
0.8843857438057009,-1.01791860437001,-0.22790055668167178,-0.1305912387211806,-2.300494837269805,13,0.45048845470692717,0.22632740108839536,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,<=50K,0
-0.012343172654130874,0.25920984596710983,-0.22790055668167178,-0.1305912387211806,-0.01791051046953158,9,0.06700379266750948,0.22562231507091154,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,<=50K,0
1.1085679729206588,0.44329739038227256,-0.22790055668167178,-0.1305912387211806,-0.01791051046953158,7,0.0644361833952912,0.2233469676014478,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,<=50K,0
-0.7596172697039907,1.4439615741473784,-0.22790055668167178,-0.1305912387211806,-0.01791051046953158,13,0.30801041507122073,0.23232323232323232,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,<=50K,0
-0.08707058235911685,0.9244920982241823,-0.22790055668167178,-0.1305912387211806,-0.01791051046953158,14,0.44813829787234044,0.22679653934435878,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,<=50K,0
0.8096583341007149,-0.276009610165027,-0.22790055668167178,-0.1305912387211806,-2.0468743565142193,5,0.039832285115303984,0.13186813186813187,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,<=50K,0
1.0338405632156729,0.20126690407098205,-0.22790055668167178,-0.1305912387211806,0.40479029078977835,9,0.45048845470692717,0.22632740108839536,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,>50K,1
-0.5354350405890327,-1.3801102448366447,6.5091413428206035,-0.1305912387211806,0.8274910920490883,14,0.3061505507955936,0.2233469676014478,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,>50K,1
0.28656646616581305,-0.28313184386245244,2.248981220911539,-0.1305912387211806,-0.01791051046953158,13,0.4497200447928332,0.22562231507091154,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,>50K,1
-0.08707058235911685,0.8847504202214751,-0.22790055668167178,-0.1305912387211806,3.3636958996049477,10,0.4497200447928332,0.22562231507091154,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,>50K,1
-0.6101624502940187,-0.4583117707942498,-0.22790055668167178,-0.1305912387211806,-0.01791051046953158,13,0.3076571079926785,0.336283185840708,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,>50K,1
-1.1332543182289205,-0.6419167790510504,-0.22790055668167178,-0.1305912387211806,-0.8633121129881515,13,0.12971859986273165,0.22562231507091154,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,<=50K,0
-0.46070763088404676,0.15665161086881704,-0.22790055668167178,-0.1305912387211806,0.8274910920490883,12,0.25173320583313413,0.22632740108839536,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,<=50K,0
0.1371116467558411,-0.646742140634672,-0.22790055668167178,-0.1305912387211806,-0.01791051046953158,11,0.21611876988335102,0.2233469676014478,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,>50K,1
-0.3112528114740748,0.5471970760008121,-0.22790055668167178,-0.1305912387211806,0.40479029078977835,4,0.20100222717149221,0.05049088359046283,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,<=50K,0
-0.9837994988189486,-0.11610677800697557,-0.22790055668167178,-0.1305912387211806,-0.44061131172884155,9,0.0967741935483871,0.22562231507091154,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,<=50K,0
-0.46070763088404676,-0.018943297159171722,-0.22790055668167178,-0.1305912387211806,-0.01791051046953158,9,0.11812023708721422,0.2264423360245153,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,<=50K,0
