Date,Low,Open,Volume,High,Close,Adjusted Close,Log_Close,BoxCox_Close,Log_Diff1,day_sin,day_cos,month_sin,month_cos,is_holiday,roll_7_mean,roll_7_std,roll_7_min,roll_7_max,roll_7_skew,roll_30_mean,roll_30_std,roll_30_min,roll_30_max,roll_30_skew,roll_90_mean,roll_90_std,roll_90_min,roll_90_max,roll_90_skew,lag_1,lag_2,trend,seasonal,resid,target
2006-08-18,9.06999969482422,9.9399995803833,18300,9.9399995803833,9.18000030517578,9.18000030517578,2.2170272378759477,5.7154871782991385,-0.06535516726331947,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,9.582856995718819,0.3630754810090223,9.18000030517578,10.079999923706056,0.1558372689820088,9.147333272298177,0.49047424211914914,8.220000267028809,10.079999923706056,-0.18010780784068672,9.33377776675754,0.8151578123328064,7.989999771118164,11.260000228881836,0.5742297862836787,-0.028170849935111875,0.07410800126466022,2.228534885518757,0.002403630712492902,-0.013911278355301995,0.00759631364838631
2006-08-21,9.020000457763672,9.020000457763672,2500,9.25,9.25,9.25,2.224623551524334,5.755853099985778,0.00759631364838631,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,9.542857033865792,0.38465195094519755,9.18000030517578,10.079999923706056,0.3532549912608633,9.18166659673055,0.45831833247532716,8.260000228881836,10.079999923706056,-0.1588483918035533,9.328999985588922,0.8143655093603078,7.989999771118164,11.260000228881836,0.5927263218411346,-0.06535516726331947,-0.028170849935111875,2.228262297760065,0.005967382183467725,-0.00960612841919874,-0.022964381340046636
2006-08-22,8.930000305175781,9.0600004196167,4900,9.149999618530272,9.039999961853027,9.039999961853027,2.2016591701842874,5.63452493578252,-0.022964381340046636,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,9.414285659790039,0.3801691696233036,9.039999961853027,10.079999923706056,0.8886900418174066,9.20766658782959,0.425154563306324,8.279999732971191,10.079999923706056,-0.029823693890899998,9.32166665395101,0.8139586676084245,7.989999771118164,11.260000228881836,0.6192204603943253,0.00759631364838631,-0.06535516726331947,2.2270546638558244,0.01163236309936729,-0.03702785677090433,-0.054558931009995426
2006-08-23,8.40999984741211,8.979999542236328,126700,9.029999732971191,8.5600004196167,8.5600004196167,2.147100239174292,5.3545387038590295,-0.054558931009995426,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,9.324285779680524,0.4983256569782324,8.5600004196167,10.079999923706056,0.09668153703983463,9.216999944051107,0.4067629998770148,8.390000343322754,10.079999923706056,0.17036353469136042,9.308555550045437,0.8166437011415748,7.989999771118164,11.260000228881836,0.6508854424424687,-0.022964381340046636,0.00759631364838631,2.22621780379339,0.010944503773023166,-0.09006206839212141,0.016222764562698444
2006-08-24,8.569999694824219,8.569999694824219,1400,8.720000267028809,8.699999809265137,8.699999809265137,2.1633230037369904,5.4365940424133825,0.016222764562698444,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,9.23000008719308,0.5501817444580187,8.5600004196167,10.079999923706056,0.370441973742541,9.22533327738444,0.39282990103523313,8.390000343322754,10.079999923706056,0.30550990309061743,9.296888881259495,0.8177657562980083,7.989999771118164,11.260000228881836,0.6848183857717183,-0.054558931009995426,-0.022964381340046636,2.2277035516242396,0.009198308208473581,-0.07357885609572282,0.0034423136788177544
2006-08-25,8.510000228881836,8.510000228881836,5600,8.729999542236328,8.729999542236328,8.729999542236328,2.166765317415808,5.454134525539113,0.0034423136788177544,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,9.037142889840263,0.4249202365343975,8.5600004196167,9.800000190734863,0.6583503499186019,9.236666584014893,0.37226546361181445,8.5600004196167,10.079999923706056,0.5797060781882433,9.27944442960951,0.8128578899703868,7.989999771118164,11.260000228881836,0.7369835311744174,0.016222764562698444,-0.054558931009995426,2.2295502299427996,0.004884356843267855,-0.06766926937025933,0.015909466003659833
2006-08-28,8.770000457763672,8.770000457763672,3800,8.880000114440918,8.869999885559082,8.869999885559082,2.182674783419468,5.5357945899352625,0.015909466003659833,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,8.904285703386579,0.26005497588776405,8.5600004196167,9.25,0.10348050496535678,9.2389999071757,0.3696442503819494,8.5600004196167,10.079999923706056,0.5964513067864623,9.252888870239257,0.7860243674294284,7.989999771118164,11.100000381469728,0.7346769084663501,0.0034423136788177544,0.016222764562698444,2.231449302073806,0.003405005232078492,-0.05217952388641651,0.0365286799034763
2006-08-29,8.989999771118164,9.06999969482422,9100,9.600000381469728,9.199999809265137,9.199999809265137,2.2192034633229443,5.727027824233085,0.0365286799034763,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,8.907142775399345,0.2636736283287504,8.5600004196167,9.25,0.11228272987792429,9.249999904632569,0.363137633104955,8.5600004196167,10.079999923706056,0.5733880174274263,9.232888868119982,0.7636521738711189,7.989999771118164,11.100000381469728,0.7448773818818634,0.015909466003659833,0.0034423136788177544,2.2319254252291314,-0.00928652282896081,-0.0034354390772263193,-0.00983078973743945
2006-08-30,8.640000343322754,9.0,11200,9.359999656677246,9.109999656677246,9.109999656677246,2.209372673585505,5.675044333910487,-0.00983078973743945,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,8.887142726353236,0.2373262584658139,8.5600004196167,9.199999809265137,-0.0025464251032048233,9.241333230336506,0.3632775140131458,8.5600004196167,10.079999923706056,0.6422628840073631,9.213222196367052,0.743276752781763,7.989999771118164,11.100000381469728,0.7646635777578651,0.0365286799034763,0.015909466003659833,2.230996587728248,-0.007593865265800736,-0.014030048876942492,0.03452345542208546
2006-08-31,9.359999656677246,9.4399995803833,7400,9.4399995803833,9.43000030517578,9.43000030517578,2.2438961290075903,5.8593061335652825,0.03452345542208546,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,8.94285706111363,0.3129278203516422,8.5600004196167,9.43000030517578,0.33369852785144216,9.236333243052165,0.35946781320517496,8.5600004196167,10.079999923706056,0.6810864242981052,9.194666639963787,0.7159894742742625,7.989999771118164,10.970000267028809,0.7272136580621177,-0.00983078973743945,0.0365286799034763,2.2301522226072135,-0.005546936854073854,0.01929084325445067,0.012645045457285509
